alloy_name,elastic_modulus,source,mixing_entropy,mixing_enthalpy,valence_electron,diff_in_atomic_radii,diff_electronegativity,omega,lambda,phases,density,hardness,yield_strength,mean_atomic_radius,std_atomic_radius,max_atomic_radius,min_atomic_radius,delta_r,mean_electronegativity,std_electronegativity,delta_chi,vec,mixing_entropy,num_elements,comp_Ti,comp_Zr,comp_Hf,comp_Nb,comp_Ta,comp_V,comp_Cr,comp_Mo,comp_W,comp_Fe,comp_Co,comp_Ni,comp_Cu,comp_Al,comp_Mn,comp_Si,comp_Sn
AlCo0.5CrCuFeNi,71.6,DOE/OSTI,14.698050513986,-10.4575314615415,7.72734999999999,5.4480609805796,0.121689821042906,2.2729037929904696,0.495194503571481,,,,,21.560606060606062,4.696407590998647,26.0,11.363636363636363,14.636363636363637,0.2984848484848485,0.06066133842735405,0.1763636363636364,7.727272727272728,14.697168880613484,6,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0
AlCoCr0.5CuFeNi,161.1,DOE/OSTI,14.698050513986,-10.9516901048967,8.00007999999999,5.44005576313407,0.116499083882468,2.12007903763787,0.4966529652238329,,,,,21.515151515151512,4.569230745447458,26.0,11.636363636363637,14.363636363636363,0.3018181818181818,0.0699783516308415,0.19636363636363638,8.0,14.697168880613486,6,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0
AlCoCrCu0.5FeNi,121.1,DOE/OSTI,14.698050513986,-13.9273529230455,7.54552999999999,5.51282405727519,0.120186407490425,1.74599669378508,0.4836280386083,,,,,21.515151515151516,4.569230745447458,26.0,11.636363636363637,14.363636363636363,0.29818181818181816,0.05956684788026965,0.17454545454545456,7.545454545454545,14.697168880613486,6,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0
AlCoCrCuFe0.5Ni,178.6,DOE/OSTI,14.698050513986,-11.5352389657815,7.81825999999999,5.40352788578559,0.123977423897916,2.0555713153743698,0.503390414499672,,,,,21.545454545454547,4.655338474111194,26.0,11.454545454545455,14.545454545454545,0.29924242424242425,0.06319417072766885,0.1809090909090909,7.818181818181818,14.697168880613486,6,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0
AlCoCrCuFeNi0.5,115.5,DOE/OSTI,14.698050513986,-9.8327916942064,7.63643999999999,5.4272056934512,0.119302976416425,2.42275150903284,0.499007613629196,,,,,21.575757575757578,4.736199807166796,26.0,11.272727272727273,14.727272727272727,0.29803030303030303,0.05900090270277975,0.17181818181818181,7.636363636363636,14.697168880613486,6,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0
CuNiCoFeCrAl0.5,174.4,DOE/OSTI,14.698050513986,-4.81265823519199,8.27281,4.31935302140662,0.112676504770394,5.17054411597514,0.787811533779865,,,,,21.287878787878785,3.7159534949313073,23.272727272727273,13.0,10.272727272727273,0.3025757575757576,0.07151723802811374,0.2009090909090909,8.272727272727273,14.697168880613486,6,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0
CuNiCoFeCrAl0.5V0.2,141.1,DOE/OSTI,15.4462064517097,-5.6908586949264,8.15797,4.28493178675397,0.115714424912534,4.6418805334833895,0.841267303361326,,,,,18.278195488721806,6.460623025418766,22.45614035087719,4.701754385964912,17.75438596491228,0.258421052631579,0.10407005544873489,0.27789473684210525,8.157894736842106,15.445250898743797,7,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.17543859649122806,0.0,0.0,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.08771929824561403,0.0,0.0,0.0
CuNiCoFeCrAl0.5V0.4,71.9,DOE/OSTI,15.7627335490913,-6.4411618576188,8.05081,4.24974728784141,0.118160443516051,4.22438242212129,0.8727810808955221,,,,,18.307506053268764,4.9458879127171675,21.694915254237287,9.084745762711865,12.610169491525422,0.25755447941888615,0.08610168810617773,0.21322033898305082,8.050847457627118,15.761806267091249,7,0.0,0.0,0.0,0.0,0.0,0.06779661016949153,0.1694915254237288,0.0,0.0,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.0847457627118644,0.0,0.0,0.0
CuNiCoFeCrAl0.5V0.6,130.9,DOE/OSTI,15.9249786629622,-7.0818694811772,7.95063,4.21400691000132,0.12012951002378,3.9153402851267294,0.8967850760537199,,,,,18.334894613583142,3.748350192033694,20.98360655737705,11.721311475409838,9.262295081967213,0.25674473067915693,0.07150797598189833,0.18114754098360653,7.950819672131148,15.924213724106046,7,0.0,0.0,0.0,0.0,0.0,0.09836065573770492,0.1639344262295082,0.0,0.0,0.1639344262295082,0.1639344262295082,0.1639344262295082,0.1639344262295082,0.0819672131147541,0.0,0.0,0.0
CuNiCoFeCrAl0.5V0.8,166.7,DOE/OSTI,15.9961904160017,-7.6299983284724,7.85713,4.17812514202091,0.121712911162908,3.67978959888944,0.916333739979613,,,,,18.360544217687075,3.053196831277671,20.317460317460316,11.349206349206348,8.968253968253968,0.2559863945578231,0.06116805158836221,0.17539682539682538,7.857142857142857,15.995279686683972,7,0.0,0.0,0.0,0.0,0.0,0.126984126984127,0.15873015873015872,0.0,0.0,0.15873015873015872,0.15873015873015872,0.15873015873015872,0.15873015873015872,0.07936507936507936,0.0,0.0,0.0
CuNiCoFeCrAl0.5V1.0,127.8,DOE/OSTI,16.0064754119091,-8.097819492734,7.76941,4.14208048300946,0.122977113262762,3.49553977285251,0.932950593610528,,,,,18.384615384615387,3.050158318022891,20.615384615384617,11.0,9.615384615384617,0.2552747252747253,0.056055805685446713,0.17,7.769230769230769,16.00545758023486,7,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0
CuNiCoFeCrAl0.5V1.2,257.3,DOE/OSTI,15.9734567970528,-8.497332231234,7.68639,4.10626613769792,0.123971939253544,3.34743735748684,0.94733748921333,,,,,18.407249466950958,3.6316464869708183,24.0,10.671641791044776,13.328358208955224,0.2546055437100213,0.056449852115369126,0.1717910447761194,7.686567164179104,15.97269318666784,7,0.0,0.0,0.0,0.0,0.0,0.1791044776119403,0.14925373134328357,0.0,0.0,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.07462686567164178,0.0,0.0,0.0
CuNiCoFeCrAl0.5V1.4,218.0,DOE/OSTI,15.9096074390714,-8.8373524485884,7.6088,4.07060341294376,0.124748608576234,3.22687772600658,0.960156174336684,,,,,18.428571428571427,4.506569667818738,27.188405797101446,10.36231884057971,16.826086956521735,0.25397515527950315,0.061377837353979885,0.2140579710144927,7.608695652173913,15.9086705500128,7,0.0,0.0,0.0,0.0,0.0,0.20289855072463767,0.14492753623188406,0.0,0.0,0.14492753623188406,0.14492753623188406,0.14492753623188406,0.14492753623188406,0.07246376811594203,0.0,0.0,0.0
CuNiCoFeCrAl0.5V1.6,130.5,DOE/OSTI,15.822506272406,-9.126412144834,7.53541,4.03535184114855,0.125336610320098,3.1266673610721902,0.97165583506691,,,,,18.44869215291751,5.486972070549087,30.197183098591555,10.070422535211268,20.126760563380287,0.2533802816901408,0.06924328548124951,0.253943661971831,7.535211267605635,15.821472619344945,7,0.0,0.0,0.0,0.0,0.0,0.22535211267605637,0.14084507042253522,0.0,0.0,0.14084507042253522,0.14084507042253522,0.14084507042253522,0.14084507042253522,0.07042253521126761,0.0,0.0,0.0
CuNiCoFeCrAl0.5V1.8,136.6,DOE/OSTI,15.7179205409973,-9.3709452218228,7.46592999999999,4.00046055559966,0.125765609691991,3.0423982471356696,0.982143854866066,,,,,18.46771037181996,6.489666997842454,33.04109589041096,9.794520547945204,23.246575342465754,0.25281800391389436,0.07870019643339252,0.2916438356164383,7.465753424657535,15.716922650006529,7,0.0,0.0,0.0,0.0,0.0,0.24657534246575344,0.136986301369863,0.0,0.0,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.0684931506849315,0.0,0.0,0.0
CuNiCoFeCrAl0.5V2.0,128.0,DOE/OSTI,15.6001221928433,-9.5769046807888,7.39988,3.96607509808937,0.126057566368149,2.9705981539351,0.991758961396972,,,,,18.485714285714284,7.4796413024693535,35.733333333333334,9.533333333333333,26.200000000000003,0.2522857142857143,0.08889005668167135,0.3273333333333333,7.3999999999999995,15.599338580953313,7,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.0,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0
FeNiCrCuCo,112.0,DOE/OSTI,13.3816113591719,3.24048,8.8,1.03320366050645,0.092217135067188,7.304922400463069,12.5353521887839,,,,,25.24,0.3200000000000004,25.6,24.8,0.8000000000000007,0.36719999999999997,0.0184434270134376,0.04999999999999999,8.8,13.380866803977112,5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
FeNiCrCuMo,81.9,DOE/OSTI,13.3816113591719,4.61232,8.2,3.58022880885233,0.161170716943246,5.78675080282412,1.04396718290286,,,,,25.8,1.0430723848324235,27.8,24.8,3.0,0.37839999999999996,0.03223414338864925,0.10000000000000003,8.200000000000001,13.380866803977112,5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0
FeNiCrCoAl1.5,121.1,DOE/OSTI,13.2546888282738,-22.3480833185984,6.81824999999999,6.582494509340769,0.127636483812427,0.958376390169315,0.3059063734850969,,,,,26.090909090909086,6.459025333938768,39.0,22.545454545454547,16.454545454545453,0.35254545454545455,0.046041303770555424,0.13727272727272727,6.818181818181818,13.25390193646719,5,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.2727272727272727,0.0,0.0,0.0
Fe NiCrCoAl2,141.7,DOE/OSTI,12.976553393523,-24.4896275694224,6.5001,7.257712206613561,0.136136817225502,0.8260885304084781,0.246354144056742,,,,,26.3,10.685608182140228,47.666666666666664,20.666666666666664,27.0,0.35,0.09443986917022328,0.26,6.5,12.975746340770252,5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
FeNiCrCoAl2.5,141.6,DOE/OSTI,12.6329601751951,-25.73389342356,6.23091,7.83235706402324,0.144861564157455,0.741715111037477,0.205930261528125,,,,,26.47692307692308,14.262990549260138,55.0,19.076923076923077,35.92307692307692,0.3478461538461538,0.13634311052261588,0.3638461538461539,6.230769230769231,12.63214747383609,5,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.38461538461538464,0.0,0.0,0.0
FeNiCrCoAl3,141.7,DOE/OSTI,12.2645585426645,-26.3844679302335,6.00009,8.32697604873908,0.15326343628247,0.6831522704951231,0.1768794135396,,,,,26.628571428571426,17.329601900817465,61.285714285714285,17.71428571428571,43.57142857142857,0.346,0.1724431879235144,0.45285714285714296,5.999999999999999,12.263784450108732,5,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.0
FeNiCrCuZr,141.5,DOE/OSTI,13.3816113591719,-13.80048,7.8,10.6086282900281,0.21731083728153,1.78507783483711,0.118902215591215,,,,,26.639999999999997,2.6963679274164343,32.0,24.8,7.199999999999999,0.3452,0.043462167456306176,0.11599999999999999,7.800000000000001,13.380866803977112,5,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0
CuNiCoFeMn,141.1,DOE/OSTI,13.3816113591719,1.78175999999999,9.0,3.17893412710279,0.1348480626483,12.2925679769273,1.3241749112440702,,,,,25.200000000000003,0.2828427124746195,25.6,24.8,0.8000000000000007,0.3628,0.026969612529660097,0.07199999999999995,9.0,13.380866803977112,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0
CuNiCoFeMnSn0.03,141.4,DOE/OSTI,13.6051648877003,1.52480456383679,8.97029,3.79398064884202,0.134915126613534,14.5440061342164,0.9451779614048188,,,,,21.018886679920474,9.016830154664799,25.44731610337972,0.8648111332007952,24.582504970178924,0.30247846255798544,0.13232734734111748,0.3680318091451292,8.970178926441351,13.60447961485246,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19880715705765406,0.19880715705765406,0.19880715705765406,0.19880715705765406,0.0,0.19880715705765406,0.0,0.005964214711729622
CuNiCoFeMnSn0.05,141.6,DOE/OSTI,13.7109312622974,1.35650521392959,8.9505,4.14550260311254,0.134955243020936,16.4303166287987,0.797834053643633,,,,,21.031353135313534,8.767195662686008,25.346534653465348,1.4356435643564356,23.91089108910891,0.3025742574257426,0.12896142540906647,0.3588118811881188,8.95049504950495,13.710193044020329,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19801980198019803,0.19801980198019803,0.19801980198019803,0.19801980198019803,0.0,0.19801980198019803,0.0,0.009900990099009901
CuNiCoFeMnSn0.08,137.2,DOE/OSTI,13.8443409295655,1.10904982914,8.92124999999999,4.61140066469925,0.135011263603263,20.2092098427581,0.651038347242203,,,,,21.0498687664042,8.396437862457825,25.196850393700785,2.283464566929134,22.913385826771652,0.3027165354330708,0.123966609020764,0.3451181102362204,8.921259842519685,13.843529292622803,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19685039370078738,0.19685039370078738,0.19685039370078738,0.19685039370078738,0.0,0.19685039370078738,0.0,0.015748031496062992
CuNiCoFeMnSn0.1,137.6,DOE/OSTI,13.9217405784103,0.947357335660799,8.90204,4.89033645089452,0.135045930443707,23.726780339666,0.582124741742434,,,,,21.06209150326798,8.151695326713334,25.098039215686278,2.8431372549019613,22.254901960784316,0.3028104575163399,0.1206725177946463,0.33607843137254906,8.901960784313726,13.920872366202891,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19607843137254904,0.19607843137254904,0.19607843137254904,0.19607843137254904,0.0,0.19607843137254904,0.0,0.019607843137254905
CuNiCoFeMnSn0.2,139.5,DOE/OSTI,14.2224212170634,0.175406197156799,8.80779,6.03224691988095,0.135178063506885,129.18482197299102,0.390854679637287,,,,,21.12179487179487,6.95630971885726,24.615384615384613,5.5769230769230775,19.038461538461537,0.30326923076923074,0.10462640166348695,0.2919230769230769,8.807692307692307,14.221596536363377,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.0,0.1923076923076923,0.0,0.038461538461538464
CuNi2FeCrAl0.2,137.9,DOE/OSTI,12.0057998788327,-1.3071297930616,8.76933,3.65719832453276,0.140332871998831,15.8819635583351,0.897623214135036,,,,,25.330769230769228,13.38305914913885,47.692307692307686,5.5,42.192307692307686,0.36661538461538457,0.21481344596660454,0.6726923076923076,8.769230769230768,12.005125128988231,5,0.0,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.0,0.0,0.1923076923076923,0.0,0.3846153846153846,0.1923076923076923,0.038461538461538464,0.0,0.0,0.0
CuNi2FeCrAl0.3,202.0,DOE/OSTI,12.2578930176411,-2.9212514132608,8.6604,3.90523822356047,0.138071890052102,7.19262982297051,0.803749588909091,,,,,25.39245283018868,12.352231743676274,46.79245283018868,8.09433962264151,38.698113207547166,0.3657735849056604,0.2023243222241818,0.629622641509434,8.660377358490566,12.257257458987578,5,0.0,0.0,0.0,0.0,0.0,0.0,0.18867924528301888,0.0,0.0,0.18867924528301888,0.0,0.37735849056603776,0.18867924528301888,0.05660377358490566,0.0,0.0,0.0
CuNi2FeCrAl0.4,178.6,DOE/OSTI,12.4513613288248,-4.4160955936704,8.55566,4.1386584269428,0.136121008181879,4.79231752456212,0.726938494291617,,,,,25.45185185185185,11.406887915059109,45.925925925925924,10.592592592592592,35.33333333333333,0.3649629629629629,0.19068450807198706,0.5881481481481481,8.555555555555554,12.450640370273607,5,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,0.0,0.18518518518518517,0.0,0.37037037037037035,0.18518518518518517,0.07407407407407407,0.0,0.0,0.0
CuNi2FeCrAl0.5,78.1,DOE/OSTI,12.6023399855834,-5.80190116024959,8.45463,4.35937828916731,0.134460104255364,3.6616156540720697,0.663135194656304,,,,,25.50909090909091,10.551659616437457,45.09090909090909,13.0,32.09090909090909,0.3641818181818182,0.17989675643325706,0.5481818181818182,8.454545454545457,12.601595913640619,5,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0
CuNi2FeCrAl0.8,139.15,DOE/OSTI,12.8841792949467,-9.38340788032639,8.17233999999999,4.95847557386017,0.131023029154731,2.26119146708449,0.524035131757964,,,,,25.668965517241382,8.589283481485927,42.758620689655174,19.724137931034484,23.03448275862069,0.362,0.1527442820389702,0.436551724137931,8.172413793103448,12.883541255866694,5,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.0,0.0,0.1724137931034483,0.0,0.3448275862068966,0.1724137931034483,0.13793103448275862,0.0,0.0,0.0
Al1.25CoCrFeNi,55.6,DOE/OSTI,13.3456334236321,-20.7977842673664,7.00014,6.11768052928182,0.122980128476107,1.05774319689713,0.356587079944895,,,,,25.971428571428568,4.0459492353982265,34.047619047619044,23.619047619047617,10.428571428571427,0.354,0.02205661649178678,0.06714285714285723,7.0,13.34479025611359,5,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.0,0.23809523809523808,0.0,0.0,0.0
Al1.5CoCrFeNi,98.6,DOE/OSTI,13.2546888282738,-22.3480833185983,6.81824999999999,6.364597630494099,0.124688663915734,0.958376390169315,0.327210800982174,,,,,26.090909090909086,6.459025333938767,39.0,22.545454545454547,16.454545454545453,0.35254545454545455,0.046041303770555424,0.13727272727272727,6.818181818181818,13.25390193646719,5,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.2727272727272727,0.0,0.0,0.0
Al2CoCrFeNi,128.3,DOE/OSTI,12.976553393523,-24.4896275694224,6.5001,6.678021284400951,0.126623291688535,0.8260885304084781,0.29098041584228,,,,,26.3,10.685608182140228,47.666666666666664,20.666666666666664,27.0,0.35,0.09443986917022328,0.26,6.5,12.975746340770252,5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
Al0.5CoCrCuFeNiTi0.2,76.5,DOE/OSTI,15.4462064517097,-7.776612668544,8.12288,4.93143139157473,0.118751100264889,3.38002180744876,0.6351493302584891,,,,,18.343358395989977,6.324220612712013,22.45614035087719,5.157894736842105,17.298245614035086,0.25796992481203007,0.10494454106822672,0.28105263157894733,8.12280701754386,15.445250898743797,7,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.17543859649122806,0.0,0.0,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.08771929824561403,0.0,0.0,0.0
AlCoCrFeNi2,148.0,DOE/OSTI,12.976553393523,-17.6078763238168,7.66672,5.41401617107253,0.120554979153869,1.24653922700903,0.442710946778353,,,,,25.666666666666664,7.908504564356299,41.33333333333333,20.833333333333332,20.499999999999996,0.36,0.13935167343411733,0.3683333333333333,7.666666666666666,12.975746340770252,5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0
AlCoCr1.2FeNi2,150.0,DOE/OSTI,13.0176675817482,-17.3112199774908,7.6129,5.34433913939854,0.121146135435844,1.28375801928638,0.455769393988074,,,,,25.664516129032258,7.374015745887959,40.0,20.161290322580644,19.838709677419356,0.35909677419354835,0.13006800430550414,0.35645161290322575,7.612903225806451,13.01694200343938,5,0.0,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,0.0,0.0,0.16129032258064516,0.16129032258064516,0.3225806451612903,0.0,0.16129032258064516,0.0,0.0,0.0
AlCoCr1.4FeNi3,157.0,DOE/OSTI,12.4089566433962,-15.9084303817691,7.89204,4.98763573951422,0.120105834486507,1.34382359749559,0.498822242697008,,,,,25.54594594594594,12.64305027411294,50.27027027027027,16.891891891891888,33.37837837837838,0.36145945945945945,0.20879581702400127,0.5567567567567566,7.891891891891891,12.408143917782613,5,0.0,0.0,0.0,0.0,0.0,0.0,0.18918918918918917,0.0,0.0,0.13513513513513511,0.13513513513513511,0.4054054054054054,0.0,0.13513513513513511,0.0,0.0,0.0
AlCoCr1.6FeNi4,88.46,DOE/OSTI,11.8026816042074,-14.7027721514688,8.0931,4.69030758566714,0.118621289110756,1.3919933565215,0.536510274045074,,,,,25.460465116279067,16.46009251962035,57.67441860465116,14.534883720930232,43.13953488372093,0.36316279069767443,0.26580614446605877,0.7011627906976744,8.093023255813954,11.801985661261776,5,0.0,0.0,0.0,0.0,0.0,0.0,0.186046511627907,0.0,0.0,0.11627906976744186,0.11627906976744186,0.46511627906976744,0.0,0.11627906976744186,0.0,0.0,0.0
